views/60d  langs   ngram  letters  status   title
---------  -----  ------  -------  -------  ----------------------------------------
   23,978     15               12  kept     Sheriff of Nottingham
   23,964     38                6  kept     TARDIS
   23,949     50                8  REMOVED  The 400 Blows
   23,931     61                7  kept     Citadel
   23,845     37               13  kept     Who Wants to Be a Millionaire?
   23,822     60               10  REMOVED  Margot Fonteyn
   23,817     13               12  kept     DeLorean time machine
   23,809     27               14  REMOVED  The Devil's Backbone
   23,800     61               11  kept     Charles Bridge
   23,793     13               12  kept     Clifford the Big Red Dog
   23,787     48               10  kept     Problem of evil
   23,779    100                7  REMOVED  Elevator
   23,775     42                7  REMOVED  Fenghuang
   23,760     28               10  kept     Sandbox game
   23,740     66                5  kept     Karaoke
   23,721     79               10  REMOVED  William of Ockham
   23,709     36                7  kept     Sotheby's
   23,701     70                9  kept     Structuralism
   23,692     88                8  kept     Pipe organ
   23,689     57                6  kept     Baguette
   23,661     31               10  REMOVED  Bloomsbury Group
   23,659     40                7  REMOVED  Mario Kart 8
   23,659     46                6  kept     Prequel
   23,654     58                7  REMOVED  Chauvet Cave
   23,649     66                7  kept     Syllogism
   23,607     53                8  REMOVED  Joseph Heller
   23,602     58                8  kept     Pointillism
   23,597     69                9  kept     Short film
   23,570      9               12  REMOVED  Relativity (M. C. Escher)
   23,569     79                8  REMOVED  Plotinus
   23,561     48               11  kept     Post-structuralism
   23,558     53                7  kept     Heimdall
   23,552     54               11  REMOVED  Château de Chambord
   23,552     64                7  REMOVED  José Carreras
   23,546     35               11  kept     Salon (gathering)
   23,544     32               10  REMOVED  Symphony No. 9 (Dvořák)
   23,528      7                8  REMOVED  Snake Plissken
   23,519     78               10  kept     Museo del Prado
   23,504     28               12  REMOVED  Amnesia: The Dark Descent
   23,496     86                6  kept     Virtue
   23,487     43                7  kept     Fan fiction
   23,482     70               11  kept     Graphic design
   23,452     69                5  kept     Tikal
   23,450     84                8  kept     New Year's Eve
   23,430     42                9  kept     The Cherry Orchard
   23,417     97                6  REMOVED  Archery
   23,388     48                9  REMOVED  Carnegie Hall
   23,291     41               12  kept     Primavera (Botticelli)
   23,288     25                7  kept     Peter Rabbit
   23,279     38                7  kept     Indie game
   23,251     61                9  kept     Social contract
   23,249     69                3  kept     J-pop
   23,233     84                5  kept     T-shirt
   23,217     23                5  kept     Wakanda
   23,216     43                8  kept     Archetype
   23,175     39                9  REMOVED  Death in Venice
   23,166     50                9  kept     Poltergeist
   23,152     16               11  REMOVED  Cloud Strife
   23,138     80                8  kept     Pilgrimage
   23,097     85                5  kept     Viola
   23,077    193                5  kept     Dance
   23,063    174                5  kept     Theatre
   23,061     32                6  REMOVED  Ross Geller
   23,061     31               13  kept     The Oprah Winfrey Show
   23,052     78                7  kept     Minnie Mouse
   23,040     58               10  kept     Trance music
   23,031     51               11  kept     The Plague (novel)
   22,996     17               10  REMOVED  Gymnopédies
   22,992    107                7  kept     Restaurant
   22,990     87                8  kept     Harmonica
   22,964     29               11  REMOVED  Augustus of Prima Porta
   22,939     39                7  kept     Dub music
   22,932     30                8  kept     Shoot 'em up
   22,888     37                9  kept     Roc (mythology)
   22,879     65                9  REMOVED  Chartres Cathedral
   22,849     49                7  kept     Earthrise
   22,842     40                9  kept     Fighting game
   22,839     78                8  kept     Creativity
   22,830     70                5  kept     Giant
   22,819     30               10  kept     Drunken Master
   22,818     84               10  kept     Political philosophy
   22,806     19                9  kept     Donkey (Shrek)
   22,759     31               11  kept     Football Manager
   22,757     37                5  kept     Izanami
   22,756     47                5  kept     Smaug
   22,740     75                7  kept     Drum kit
   22,737     22               12  kept     Inspector Clouseau
   22,737     26               15  REMOVED  Roots: The Saga of an American Family
   22,712     38               10  kept     Limbo (video game)
   22,693     28                7  kept     Comic Sans
   22,688     71                9  kept     Stained glass
   22,681    105                9  kept     Movie theater
   22,677     11                6  REMOVED  The Tyger
   22,670     66                9  kept     Platonism
   22,662     48               10  kept     The Little Match Girl
